Date,RELIANCE.NS,TCS.NS,INFY.NS
2022-05-18,1154.979736328125,3064.472900390625,1354.8175048828125
2022-05-19,1128.361572265625,2898.4453125,1281.1610107421875
2022-05-20,1194.15625,2926.03515625,1306.2965087890625
2022-05-23,1186.1708984375,2951.581298828125,1318.191162109375
2022-05-24,1190.2431640625,2921.59228515625,1293.593994140625
2022-05-25,1188.491455078125,2833.613525390625,1266.1690673828125
2022-05-26,1177.16162109375,2886.660400390625,1278.2880859375
2022-05-27,1171.7015380859375,2917.387939453125,1311.8623046875
2022-05-30,1212.51611328125,3019.321533203125,1370.6173095703125
2022-05-31,1197.8873291015625,3009.571044921875,1364.0853271484375
2022-06-01,1198.2742919921875,3001.385498046875,1341.3594970703125
2022-06-02,1239.5892333984375,3062.03662109375,1368.076904296875
2022-06-03,1264.7059326171875,3077.3779296875,1380.5057373046875
2022-06-06,1259.2685546875,3069.14794921875,1388.0811767578125
2022-06-07,1261.6346435546875,3008.094970703125,1366.8975830078125
2022-06-08,1239.4755859375,3045.173828125,1360.8192138671875
2022-06-09,1273.46484375,3065.7041015625,1374.427490234375
2022-06-10,1235.0164794921875,3005.590576171875,1339.77197265625
2022-06-13,1211.6514892578125,2880.085205078125,1292.32470703125
2022-06-14,1195.8170166015625,2871.98974609375,1306.885498046875
2022-06-15,1181.3475341796875,2868.18798828125,1290.2381591796875
2022-06-16,1164.8309326171875,2810.66845703125,1267.557861328125
2022-06-17,1178.481201171875,2763.16796875,1258.576416015625
2022-06-20,1157.118408203125,2784.189208984375,1282.93505859375
2022-06-21,1175.796630859375,2873.24169921875,1315.3677978515625
2022-06-22,1140.0780029296875,2883.082275390625,1303.8917236328125
2022-06-23,1121.581787109375,2959.87890625,1317.6812744140625
2022-06-24,1137.5528564453125,2945.833984375,1307.3843994140625
2022-06-27,1134.185791015625,2965.156982421875,1337.7760009765625
2022-06-28,1150.1337890625,2968.2431640625,1342.81103515625
2022-06-29,1173.9993896484375,2943.509033203125,1327.479248046875
2022-06-30,1181.052001953125,2922.576171875,1326.25439453125
